@RELATION "Short sentence similarity"

@ATTRIBUTE similar {yes, no}
@ATTRIBUTE diff_Tag_CC NUMERIC
@ATTRIBUTE diff_Tag_DT NUMERIC
@ATTRIBUTE diff_Tag_EX NUMERIC
@ATTRIBUTE diff_Tag_FW NUMERIC
@ATTRIBUTE diff_Tag_IN NUMERIC
@ATTRIBUTE diff_Tag_JJ NUMERIC
@ATTRIBUTE diff_Tag_JJR NUMERIC
@ATTRIBUTE diff_Tag_JJS NUMERIC
@ATTRIBUTE diff_Tag_LS NUMERIC
@ATTRIBUTE diff_Tag_MD NUMERIC
@ATTRIBUTE diff_Tag_NN NUMERIC
@ATTRIBUTE diff_Tag_NNS NUMERIC
@ATTRIBUTE diff_Tag_NNP NUMERIC
@ATTRIBUTE diff_Tag_NNPS NUMERIC
@ATTRIBUTE diff_Tag_PDT NUMERIC
@ATTRIBUTE diff_Tag_POS NUMERIC
@ATTRIBUTE diff_Tag_PRP NUMERIC
@ATTRIBUTE diff_Tag_PRP$ NUMERIC
@ATTRIBUTE diff_Tag_RB NUMERIC
@ATTRIBUTE diff_Tag_RBR NUMERIC
@ATTRIBUTE diff_Tag_RBS NUMERIC
@ATTRIBUTE diff_Tag_RP NUMERIC
@ATTRIBUTE diff_Tag_SYM NUMERIC
@ATTRIBUTE diff_Tag_TO NUMERIC
@ATTRIBUTE diff_Tag_UH NUMERIC
@ATTRIBUTE diff_Tag_VB NUMERIC
@ATTRIBUTE diff_Tag_VBD NUMERIC
@ATTRIBUTE diff_Tag_VBG NUMERIC
@ATTRIBUTE diff_Tag_VBN NUMERIC
@ATTRIBUTE diff_Tag_VBP NUMERIC
@ATTRIBUTE diff_Tag_VBZ NUMERIC
@ATTRIBUTE diff_Tag_WDT NUMERIC
@ATTRIBUTE diff_Tag_WRB NUMERIC
@ATTRIBUTE semSim_Tag_NN NUMERIC
@ATTRIBUTE semSim_Tag_NNS NUMERIC
@ATTRIBUTE semSim_Tag_NNP NUMERIC
@ATTRIBUTE semSim_Tag_NNPS NUMERIC
@ATTRIBUTE semSim_Tag_VB NUMERIC
@ATTRIBUTE semSim_Tag_VBD NUMERIC
@ATTRIBUTE semSim_Tag_VBG NUMERIC
@ATTRIBUTE semSim_Tag_VBN NUMERIC
@ATTRIBUTE semSim_Tag_VBP NUMERIC
@ATTRIBUTE semSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_CC NUMERIC
@ATTRIBUTE lexSim_Tag_DT NUMERIC
@ATTRIBUTE lexSim_Tag_EX NUMERIC
@ATTRIBUTE lexSim_Tag_FW NUMERIC
@ATTRIBUTE lexSim_Tag_IN NUMERIC
@ATTRIBUTE lexSim_Tag_JJ NUMERIC
@ATTRIBUTE lexSim_Tag_JJR NUMERIC
@ATTRIBUTE lexSim_Tag_JJS NUMERIC
@ATTRIBUTE lexSim_Tag_LS NUMERIC
@ATTRIBUTE lexSim_Tag_MD NUMERIC
@ATTRIBUTE lexSim_Tag_NN NUMERIC
@ATTRIBUTE lexSim_Tag_NNS NUMERIC
@ATTRIBUTE lexSim_Tag_NNP NUMERIC
@ATTRIBUTE lexSim_Tag_NNPS NUMERIC
@ATTRIBUTE lexSim_Tag_PDT NUMERIC
@ATTRIBUTE lexSim_Tag_POS NUMERIC
@ATTRIBUTE lexSim_Tag_PRP NUMERIC
@ATTRIBUTE lexSim_Tag_PRP$ NUMERIC
@ATTRIBUTE lexSim_Tag_RB NUMERIC
@ATTRIBUTE lexSim_Tag_RBR NUMERIC
@ATTRIBUTE lexSim_Tag_RBS NUMERIC
@ATTRIBUTE lexSim_Tag_RP NUMERIC
@ATTRIBUTE lexSim_Tag_SYM NUMERIC
@ATTRIBUTE lexSim_Tag_TO NUMERIC
@ATTRIBUTE lexSim_Tag_UH NUMERIC
@ATTRIBUTE lexSim_Tag_VB NUMERIC
@ATTRIBUTE lexSim_Tag_VBD NUMERIC
@ATTRIBUTE lexSim_Tag_VBG NUMERIC
@ATTRIBUTE lexSim_Tag_VBN NUMERIC
@ATTRIBUTE lexSim_Tag_VBP NUMERIC
@ATTRIBUTE lexSim_Tag_VBZ NUMERIC
@ATTRIBUTE lexSim_Tag_WDT NUMERIC
@ATTRIBUTE lexSim_Tag_WRB NUMERIC
@ATTRIBUTE diffNouns NUMERIC
@ATTRIBUTE semSimNouns NUMERIC
@ATTRIBUTE lexSimNouns NUMERIC
@ATTRIBUTE diffVerbs NUMERIC
@ATTRIBUTE semSimVerbs NUMERIC
@ATTRIBUTE lexSimVerbs NUMERIC
@ATTRIBUTE diff_Dep_auxpass NUMERIC
@ATTRIBUTE semSim_Dep_auxpass NUMERIC
@ATTRIBUTE lexSim_Dep_auxpass NUMERIC
@ATTRIBUTE diff_Dep_cop NUMERIC
@ATTRIBUTE semSim_Dep_cop NUMERIC
@ATTRIBUTE lexSim_Dep_cop NUMERIC
@ATTRIBUTE diff_Dep_conj NUMERIC
@ATTRIBUTE semSim_Dep_conj NUMERIC
@ATTRIBUTE lexSim_Dep_conj NUMERIC
@ATTRIBUTE diff_Dep_cc NUMERIC
@ATTRIBUTE semSim_Dep_cc NUMERIC
@ATTRIBUTE lexSim_Dep_cc NUMERIC
@ATTRIBUTE diff_Dep_nsubj NUMERIC
@ATTRIBUTE semSim_Dep_nsubj NUMERIC
@ATTRIBUTE lexSim_Dep_nsubj NUMERIC
@ATTRIBUTE diff_Dep_csubj NUMERIC
@ATTRIBUTE semSim_Dep_csubj NUMERIC
@ATTRIBUTE lexSim_Dep_csubj NUMERIC
@ATTRIBUTE diff_Dep_dobj NUMERIC
@ATTRIBUTE semSim_Dep_dobj NUMERIC
@ATTRIBUTE lexSim_Dep_dobj NUMERIC
@ATTRIBUTE diff_Dep_iobj NUMERIC
@ATTRIBUTE semSim_Dep_iobj NUMERIC
@ATTRIBUTE lexSim_Dep_iobj NUMERIC
@ATTRIBUTE diff_Dep_pobj NUMERIC
@ATTRIBUTE semSim_Dep_pobj NUMERIC
@ATTRIBUTE lexSim_Dep_pobj NUMERIC
@ATTRIBUTE diff_Dep_attr NUMERIC
@ATTRIBUTE semSim_Dep_attr NUMERIC
@ATTRIBUTE lexSim_Dep_attr NUMERIC
@ATTRIBUTE diff_Dep_ccomp NUMERIC
@ATTRIBUTE semSim_Dep_ccomp NUMERIC
@ATTRIBUTE lexSim_Dep_ccomp NUMERIC
@ATTRIBUTE diff_Dep_xcomp NUMERIC
@ATTRIBUTE semSim_Dep_xcomp NUMERIC
@ATTRIBUTE lexSim_Dep_xcomp NUMERIC
@ATTRIBUTE diff_Dep_mark NUMERIC
@ATTRIBUTE semSim_Dep_mark NUMERIC
@ATTRIBUTE lexSim_Dep_mark NUMERIC
@ATTRIBUTE diff_Dep_rel NUMERIC
@ATTRIBUTE semSim_Dep_rel NUMERIC
@ATTRIBUTE lexSim_Dep_rel NUMERIC
@ATTRIBUTE diff_Dep_acomp NUMERIC
@ATTRIBUTE semSim_Dep_acomp NUMERIC
@ATTRIBUTE lexSim_Dep_acomp NUMERIC
@ATTRIBUTE diff_Dep_agent NUMERIC
@ATTRIBUTE semSim_Dep_agent NUMERIC
@ATTRIBUTE lexSim_Dep_agent NUMERIC
@ATTRIBUTE diff_Dep_ref NUMERIC
@ATTRIBUTE semSim_Dep_ref NUMERIC
@ATTRIBUTE lexSim_Dep_ref NUMERIC
@ATTRIBUTE diff_Dep_expl NUMERIC
@ATTRIBUTE semSim_Dep_expl NUMERIC
@ATTRIBUTE lexSim_Dep_expl NUMERIC
@ATTRIBUTE diff_Dep_advcl NUMERIC
@ATTRIBUTE semSim_Dep_advcl NUMERIC
@ATTRIBUTE lexSim_Dep_advcl NUMERIC
@ATTRIBUTE diff_Dep_purpcl NUMERIC
@ATTRIBUTE semSim_Dep_purpcl NUMERIC
@ATTRIBUTE lexSim_Dep_purpcl NUMERIC
@ATTRIBUTE diff_Dep_tmod NUMERIC
@ATTRIBUTE semSim_Dep_tmod NUMERIC
@ATTRIBUTE lexSim_Dep_tmod NUMERIC
@ATTRIBUTE diff_Dep_rcmod NUMERIC
@ATTRIBUTE semSim_Dep_rcmod NUMERIC
@ATTRIBUTE lexSim_Dep_rcmod NUMERIC
@ATTRIBUTE diff_Dep_amod NUMERIC
@ATTRIBUTE semSim_Dep_amod NUMERIC
@ATTRIBUTE lexSim_Dep_amod NUMERIC
@ATTRIBUTE diff_Dep_infmod NUMERIC
@ATTRIBUTE semSim_Dep_infmod NUMERIC
@ATTRIBUTE lexSim_Dep_infmod NUMERIC
@ATTRIBUTE diff_Dep_partmod NUMERIC
@ATTRIBUTE semSim_Dep_partmod NUMERIC
@ATTRIBUTE lexSim_Dep_partmod NUMERIC
@ATTRIBUTE diff_Dep_num NUMERIC
@ATTRIBUTE semSim_Dep_num NUMERIC
@ATTRIBUTE lexSim_Dep_num NUMERIC
@ATTRIBUTE diff_Dep_number NUMERIC
@ATTRIBUTE semSim_Dep_number NUMERIC
@ATTRIBUTE lexSim_Dep_number NUMERIC
@ATTRIBUTE diff_Dep_appos NUMERIC
@ATTRIBUTE semSim_Dep_appos NUMERIC
@ATTRIBUTE lexSim_Dep_appos NUMERIC
@ATTRIBUTE diff_Dep_advmod NUMERIC
@ATTRIBUTE semSim_Dep_advmod NUMERIC
@ATTRIBUTE lexSim_Dep_advmod NUMERIC
@ATTRIBUTE diff_Dep_neg NUMERIC
@ATTRIBUTE semSim_Dep_neg NUMERIC
@ATTRIBUTE lexSim_Dep_neg NUMERIC
@ATTRIBUTE diff_Dep_poss NUMERIC
@ATTRIBUTE semSim_Dep_poss NUMERIC
@ATTRIBUTE lexSim_Dep_poss NUMERIC
@ATTRIBUTE diff_Dep_possessive NUMERIC
@ATTRIBUTE semSim_Dep_possessive NUMERIC
@ATTRIBUTE lexSim_Dep_possessive NUMERIC
@ATTRIBUTE diff_Dep_prt NUMERIC
@ATTRIBUTE semSim_Dep_prt NUMERIC
@ATTRIBUTE lexSim_Dep_prt NUMERIC
@ATTRIBUTE diff_Dep_det NUMERIC
@ATTRIBUTE semSim_Dep_det NUMERIC
@ATTRIBUTE lexSim_Dep_det NUMERIC
@ATTRIBUTE diff_Dep_prep NUMERIC
@ATTRIBUTE semSim_Dep_prep NUMERIC
@ATTRIBUTE lexSim_Dep_prep NUMERIC
@ATTRIBUTE diff_Dep_xsubj NUMERIC
@ATTRIBUTE semSim_Dep_xsubj NUMERIC
@ATTRIBUTE lexSim_Dep_xsubj NUMERIC
@ATTRIBUTE diff_All NUMERIC
@ATTRIBUTE overallLexsim NUMERIC

@DATA
yes,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.841584158416,1.0,0.72701315255,0,0,0.928571428571,0,0,0,0,0,1.0,0,0,1.0,0.72701315255,0,0,0,0,0.815356588278,1.0,0.72701315255,0,0,0,1.0,0.752576694707,1.0,0,0,0,0,0,0,0,0.883492596319,0,0,0,0,0,0,1,0.84649818932,0.825961488365,0,0.851592299179,0.807748279135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551434162726,0.517762073281,0,0,0,0,1.0,1.0,0,0,0,0,1.0,1.0,0,0,0,0,0.166666666667,0.0357142857143,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,6,0.666666666667,0.666666666667,1,0,0,0,0,0,3,0.833333333333,0.833333333333,0,1.0,1.0,0,0,0,1,0.909937507392
no,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.0,0.763386285369,0.424437914006,0,0,0.0665190105238,0,0,0,0,1.0,0.933345606203,0,0,0,0.0251617186693,0,0,0,0,1.0,0.735931011762,0.362802470146,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0.0713375796178,0,0,0,0,0,0,1,0.658186281363,0.583453273033,1,0.198987335265,0.0616647916278,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,0,0,0.0178571428571,0,0,0,0,0,0.0357142857143,0,0,0,3,0.333333333333,0.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0450024891205,0,0,0,0,0,0,0,0,0.520014934723,0.520014934723,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0.0857142857143,1,0,0.015306122449,0,0,0,4,0.531814287506
yes,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1.0,0.733462246269,1.0,0,0,0,0.857492925713,0.706896676656,0,0,1.0,0.132743362832,0,0,0.666666666667,0.8475810144,0,1.0,0,0,1.0,0.801883268452,1.0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0.857492925713,0.660852614628,0,0,0,0,1,0.843144068732,0.883243011028,1,0.685605468085,0.70375827885,0,0,0,0,0,0,0,1.0,1.0,0,1.0,1.0,4,0.0893144552114,0.00925925925926,0,0,0,6,0.35501369648,0.389592416187,0,0,0,1,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.761363636364,0.752706097479,0,0,0,0,0,0,0,0.522727272727,0.55625,3,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52364706141,0.52364706141,0,0.0875,0.0404761904762,0,0,0,0,0.817589448585
yes,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.818643969446,0.752576694707,0,0,0,0,0,0,0,0,1.0,0.692076017317,0,0,0.707106781187,0.723737544967,0,0,0,0,0.77876543748,0.858337974867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.806654180504,0.805017460229,0,0.42792235073,0.061015068902,3,0,0,0,0,0,0,0.142857142857,0.015873015873,0,0.142857142857,0.015873015873,3,0,0,0,0,0,3,0,0,0,0,0,2,0.396402371668,0.350252212884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0755994444541,0.0188998611135,2,0.0416666666667,0.0133333333333,0,0,0,5,0.743358566897
no,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.142131979695,0.180327868852,0.83207142408,0,0,0,0,0,0,0.142131979695,1.0,0.742268041237,0,0,0,0,0,0,0,0,0.0357029008607,0.0407993338884,0.828680634712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19801980198,0,0,1,0.735417422006,0.675981379594,1,0.154362094257,0.155927467406,0,0,0,0,0,0,0,0.520808005325,0.507123193484,0,1.0,1.0,4,0.0267762508315,0.0337484849366,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0364497321475,0.014579892859,1,0,0,0,0,0,3,0.607044282917
yes,0,1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722888329376,0,1.0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,1.0,0,1.0,0,0,0,0.697516739491,0,1.0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0.124513618677,0,0,0,1.0,0,0,4,0.843777209464,0.832038753882,0,1.0,0.561403508772,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.53125,0,0,0,3,0.75,0.75,0,0,0,1,0.414033567628,0.378347289187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.0,0.522136891214,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0535714285714,0.00288461538462,0,1.0,1.0,0,0,0,3,0.833333333333,0.833333333333,1,0.75,0.75,0,0,0,7,0.852773720491
yes,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581314878893,1.0,1.0,0,0,1.0,1.0,0.28,0,1.0,0,1.0,0,0,0.90882954572,0.82457909295,0,1.0,0,0,0.921052631579,0.780340472268,1.0,0,0,1.0,0,1.0,0.0831889081456,0,0,0,0,0,0,0,1.0,1.0,0.142131979695,0,1.0,0,1.0,0,0.910099889012,0.898321127883,0,0.841584158416,0.797042788296,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571429,0.319657328737,0,0,0,3,0.75,0.75,0,0,0,2,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,3,0.875,0.636904761905,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,1.0,0.591836734694,0,1.0,1.0,0,0,0,0,1.0,1.0,1,0.707142857143,0.691071428571,0,0,0,2,0.868546733664
yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.631745217991,0,0.857142857143,0,0,0.246153846154,0,0,0,0,0,1.0,0,0,0.855186110494,1.0,0,0,0,0,0.514400576657,0,0.689526634219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0887136520453,0,0,0,0,0,0,1,0.752747392205,0.61703368349,1,0.174730391176,0.0739589815087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743254446877,0.0232732027293,0,0,0,0,0.125,0.0444444444444,0,0,0,1,0.483205030053,0.427234711897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163461538462,0.0833333333333,0,0.0983341630402,0.14626466456,0,0,0,0,0.725063733287
yes,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636363636364,0,0,0,0,0.324324324324,0,0,0,0,0,1.0,0,0,0.866025403784,0.707106781187,0,0,0,0,0.771444673649,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.102295081967,0,0,0,0,0,0,1,0.574991936024,0.702082805579,0,0.324324324324,0.102295081967,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833333333333,0.025641025641,0,0,0,0,0.0893144552114,0.0263078073002,0,0,0,1,0.739633629953,0.817068704199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.075,0.510416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.679012345679,1,0.364583333333,0.314102564103,0,0,0,2,0.80476248162
yes,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.808245957423,0.773957299203,0,0,0,0.622543017479,0,0.470588235294,0,0,0,0.0,0,0,0.720554272517,0,0,0,0,0,0.751070037711,0.730271413519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21334869149,0,0.110769230769,0,0,0,0,0,0.860763735461,0.843109213669,1,0.737051622049,0.539881378514,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42935582633,0.291666666667,0,0,0,0,0.174045630405,0.042360018308,0,0,0,3,0.421776605745,0.418227653887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769231,0.114285714286,3,0,0,0,0,0,0,0,0,3,0.833333333333,0.833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.047619047619,1,0.543393923483,0.470477256816,0,0,0,3,0.759960706823
yes,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942990333583,1.0,0.92795389049,0,1.0,1.0,0,0,1.0,0,1.0,1.0,0,0,0.813733471207,0.693121620609,0,0,0,1.0,0.922194381829,1.0,0.92795389049,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,1.0,0,0,0,1,0.937898273606,0.934184707765,0,1.0,1.0,0,0,0,0,0,0,0,0.609506827102,0.609506827102,0,1.0,1.0,0,0.333333333333,0.366864725565,0,0,0,3,0.833333333333,0.833333333333,0,0,0,1,0.833333333333,0.833333333333,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0.666666666667,0.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,0.833333333333,0.833333333333,0,0,0,5,0.912506295835
yes,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0.535703338007,0,0.716858570585,0,0,0.127773157964,1.0,0,0,0,1.0,0.707106781187,0,0,0.948683298051,1.0,0,0,0,0,0.476413176976,0,0.716858570585,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0.0784329743019,1.0,0,0,0,0,0,2,0.6497499081,0.566471068988,0,0.488873552351,0.473147130931,0,0,0,0,0.5,0.561231024155,0,0.0909090909091,0.037037037037,0,0.0909090909091,0.037037037037,0,0.69696969697,0.679012345679,0,0,0,0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,0.0909090909091,0.037037037037,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510210021959,0.0188785304389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0.50625,1,0,0,0,0,0,3,0.741477322295
yes,0,1,0,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.475259105703,1.0,0,0,0.0905357460425,0.470588235294,0,0,0,0,0,1.0,0,0,0.664410597027,0.730271413519,0,0,0,0,0.0455431296059,1.0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0.0259696458685,0.0,0,0,0,0,0,0,2,0.631065192942,0.410936089354,1,0.358661224213,0.059002128926,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0.666666666667,0.666666666667,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0.166666666667,0.0277777777778,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,0.015,2,0.666666666667,0.666666666667,0,0,0,2,0.773554414072
no,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0,0.858063359861,0,0,0.337760264737,0,0,0,0,0,0.707106781187,0,0,0.507877321732,0.576280463175,0,0,0,0,1.0,0,0.843162021418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,0.89046722053,0.89046722053,1,0.337760264737,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.116424169882,0,0,0,0,6,0,0,0,0,0,1,0.583333333333,0.583333333333,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0.173748498292,0.173748498292,0,0,0,0,0,0,3,0.75,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71875,0.71875,1,0.583333333333,0.587890625,0,0,0,4,0.728995903279
no,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.827991857107,0.607841856329,0,0,0.384615384615,0,0,0,0,0,1.0,0,0,0.790799963041,0.475774758156,0,0,0,0,0,0.827991857107,0.607841856329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110769230769,0,0,0,0,0,0,1,0.824124729255,0.830140197077,2,0.270924410689,0.47259175478,0,0,0,3,0,0,0,0,0,3,0,0,3,0.15,0.0416666666667,0,0,0,0,0,0.380952380952,0,0,0,0,0.537603269397,0.516137496616,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525530665158,0.534040886877,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.833333333333,0.833333333333,0,0.0277777777778,0.141137566138,0,0,0,5,0.755318129646
yes,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0.904194430179,1.0,0.750491265287,0,1.0,1.0,0,0.579324122022,0,0,1.0,0.928476690885,0,0,0.866025403784,1.0,0,0,0,0,0.897066171509,1.0,0.750491265287,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0.592550790068,0,0,0,0,0,0.910947144693,0.896264903687,1,0.716442299282,0.926014979063,3,0.75,0.75,0,0,0,0,1.0,1.0,0,1.0,1.0,3,0.75,0.75,0,0,0,6,0,0,0,0,0,1,0.9,0.9,0,0,0,3,0,0,0,0,0.666666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762941348006,0.754205938102,0,0.9,0.9,0,0,0,3,0.917098567224
